primary_employer_name,alias_name,alias_type,usage_count
HONSEN SCALE INC,ROYAL LED,TRADE_NAME_DBA,1
"HOSLER MECHANICAL, INC",PROGRESSIVE MECHANICAL INC,TRADE_NAME_DBA,1
"AXIS ARCHITECTURE AND INTERIORS, LLC",STUDIOAXIS,TRADE_NAME_DBA,1
"CAMBRIDGE CROPS, INC",D/B/A MORI,TRADE_NAME_DBA,1
"CUSTOM BUSINESS SOLUTIONS, INC",SOLUTION SOURCE,TRADE_NAME_DBA,1
RBL HOLDING LLC,VELOCE AUTO CENTER & LEASING,TRADE_NAME_DBA,1
"HBC RADIOMATIC, INC","HBC-RADIOMATIC, INC",TRADE_NAME_DBA,1
"MANSFIELD SMILES AND ORTHODONTICS, PC",MANSFIELD SMILES AND ORTHODONTICS,TRADE_NAME_DBA,1
"CHRISTIAN WITNESS CENTER, INC",CHRISTIAN WITNESS CENTER,TRADE_NAME_DBA,1
VISION RNG LLC,VISION RNG,TRADE_NAME_DBA,1
"123 SEE, INC",EYEBOT,TRADE_NAME_DBA,1
COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,COLORADO CHINESE MEDICINE UNIVERSITY,TRADE_NAME_DBA,1
"ARMSTRONG PUMPS, INC",ARMSTRONG FLUID TECHNOLOGY,TRADE_NAME_DBA,1
"POPOUT, INC",SHIPPO,TRADE_NAME_DBA,1
WALDORF SCHOOL ASSOCIATION OF SEATTLE,SEATTLE WALDORF SCHOOL,TRADE_NAME_DBA,1
"BIANCHI USA, INC",KEYLINE USA,TRADE_NAME_DBA,1
"PALLADIN CONSULTING, LLC",PALLADIN TECHNOLOGIES,TRADE_NAME_DBA,1
OMEGA RAY LLC,OMEGA RAY HEALTHCARE SERVICES,TRADE_NAME_DBA,1
SAPIYEN LLC,PROTOSTHETICS,TRADE_NAME_DBA,1
"DIRECTMAIL.IO, LLC D/B/A MARKETING BOX, LLC","MARKETING BOX, LLC",TRADE_NAME_DBA,1
"TRANSOM POST OPCO, LLC",BOSE PROFESSIONAL,TRADE_NAME_DBA,1
"RCK PHARMACY, LLC",SAN JUDAS PHARMACY3,TRADE_NAME_DBA,1
"SCADA ACCESS, INC DBA: CYBERREEF SOLUTIONS, INC","CYBERREEF SOLUTIONS, INC",TRADE_NAME_DBA,1
ALANIZ LLC,INNOVAIRRE,TRADE_NAME_DBA,1
TAKTICAL DIGITAL LLC,TAKTICAL,TRADE_NAME_DBA,1
ALTAIR TECHNOLOGIES INC,NOT APPLICABLE,TRADE_NAME_DBA,1
EAST COAST EVENTS INCORPORATED,CHRIS WEINBERG EVENTS,TRADE_NAME_DBA,1
"TENNESSEE VALLEY PRESS, INC","THE TENNESSEE VALLEY PRESS, INC",TRADE_NAME_DBA,1
MAS CHICAGO NFP,MAS CHICAGO,TRADE_NAME_DBA,1
JETLENSES INC,VERSE MEDICAL,TRADE_NAME_DBA,1
"MADEIRA SECURITY, INC",DUNE SECURITY,TRADE_NAME_DBA,1
"DIGITAL DOMAIN 3.0, INC",DIGITAL DOMAIN,TRADE_NAME_DBA,1
"GRANITE INNOVATION, INC",GI STONE,TRADE_NAME_DBA,1
DNATA US INFLIGHT CATERING LLC,DNATA INFLIGHT CATERING US,TRADE_NAME_DBA,1
A.P.P.L.E. CONSULTING,APPLE CONSULTING,TRADE_NAME_DBA,1
FOODFX INC,METAFOODX,TRADE_NAME_DBA,1
"GIIR AMERICA, INC",HS AD,TRADE_NAME_DBA,1
"LHP POCATELLO, LLC",PORTNEUF MEDICAL CENTER,TRADE_NAME_DBA,1
BESAEL CORPORATION,OAK PARK PHARMACY,TRADE_NAME_DBA,1
JOHN E ANDRUS MEMORIAL INC,ANDRUS ON HUDSON,TRADE_NAME_DBA,1
BRINCA PRESCHOOL CORPORATION,JUMP IMMERSION SCHOOL,TRADE_NAME_DBA,1
CRISTIN TIERNEY FINE ART ADVISORY SERVICES LLC,CRISTIN TIERNEY GALLERY,TRADE_NAME_DBA,1
MT PROSPECT PHARMACY CORP,MT PROSPECT PHARMACY,TRADE_NAME_DBA,1
ATRO LLC,ATRO ENGINEERED SYSTEMS,TRADE_NAME_DBA,1
PANTO ULEMA INC,DEARBORN ARCHITECTS,TRADE_NAME_DBA,1
"CPFC, OPCO, LLC",CHELSEA PIERS FITNESS,TRADE_NAME_DBA,1
"MARATHON GINSENG INTERNATIONAL, INC",MARATHON GINSENG GARDENS,TRADE_NAME_DBA,1
"PROGRESSIVE AE, INC","PROGRESSIVE COMPANIES, INC",TRADE_NAME_DBA,1
"KCL SOLUTIONS, LLC",KCL ROBOTICS,TRADE_NAME_DBA,1
"COVALENT NETWORKS, INC",COVALENT NETWORKS,TRADE_NAME_DBA,1
BOSPHOR TRADING INC,RUG OUTLET,TRADE_NAME_DBA,1
"AML JV, LLC",REFINEDSCIENCE,TRADE_NAME_DBA,1
HIGHWAYMEN SUPPLY & PACKAGING LLC,CUSTOM CONES USA,TRADE_NAME_DBA,1
TRIUMPH SPORTS FOUNDATION INC,TRIUMPH SPORTS FOUNDATION,TRADE_NAME_DBA,1
ALLIANZ GLOBAL RISKS US INSURANCE COMPANY (AGR US) D/B/A ALLIANZ COMMERCIAL,ALLIANZ COMMERCIAL,TRADE_NAME_DBA,1
LEGACY VULCAN LLC - SUBSIDIARY OF VULCAN MATERIALS COMPANY,"LEGACY VULCAN, LLC",TRADE_NAME_DBA,1
"YAJUR SOLUTIONS, INC",ICASHOUT,TRADE_NAME_DBA,1
"MAGIDOV CPA FIRM, AN ACCOUNTANCY CORPORATION",MAGIDOV CPA FIRM,TRADE_NAME_DBA,1
"SWISS MEDICAL NATUROPATHICS, INC",SAN FRANCISCO PREVENTIVE MEDICAL GROUP,TRADE_NAME_DBA,1
"BEAVERCREEK DENTAL CARE, INC",BEAVERCREEK DENTAL,TRADE_NAME_DBA,1
WIFHAT INC,MOONKE.BIZ,TRADE_NAME_DBA,1
SPRUCE TREE MONTESSORI SCHOOL LLC,SPRUCE TREE MONTESSORI SCHOOL,TRADE_NAME_DBA,1
"NEXUS AEC, LLC",TITAN AEC,TRADE_NAME_DBA,1
"NO.1 BEAUTY & COSMETIC, INC",CELAVI,TRADE_NAME_DBA,1
GEORGIA POULTRY IMPROVEMENT ASSOC.,GEORGIA POULTRY LABORATORY NETWORK,TRADE_NAME_DBA,1
"GENTLE DENTAL OF OREGON, P.C.",GENTLE DENTAL,TRADE_NAME_DBA,1
IDEAL EDUCATION A NJ NONPROFIT CORPORATION,IDEAL INSTITUTE OF TECHNOLOGY,TRADE_NAME_DBA,1
CONSTRUCTION MANAGEMENT & DEVELOPMENT FLORIDA LLC,CM&D FLORIDA LLC,TRADE_NAME_DBA,1
HISTORIC RICHMOND FOUNDATION,HISTORIC RICHMOND,TRADE_NAME_DBA,1
SMILE PEDIATRIC SPEECH THERAPY & DIAGNOSTICS,SMILE,TRADE_NAME_DBA,1
SHIV DONUTS INC (DBA DUNKIN),DUNKIN,TRADE_NAME_DBA,1
MNEDINA WIRELESS INC,BOOST MOBILE,TRADE_NAME_DBA,1
SD CABINETRY INC,KD CABINETRY,TRADE_NAME_DBA,1
CURE PHARMACY CARE II LLC,CURE PHARMACY,TRADE_NAME_DBA,1
THE LEAPMAN INSTITUTE FOUNDATION,THE LEAPMAN INSTITUTE,TRADE_NAME_DBA,1
LS HEALTH LLC,BRIDGEPORT FAMILY PHARMACY,TRADE_NAME_DBA,1
SEVEN-TEAHOUSE LLC,SEVEN TEAHOUSE,TRADE_NAME_DBA,1
"UBIETY TECHNOLOGIES, INC",HOMEAWARE,TRADE_NAME_DBA,1
MALABAR PHARMACY LLC,MALABAR DISCOUNT PHARMACY,TRADE_NAME_DBA,1
"QUADROGEN PRESSURE PRODUCTS, INC","PRESSURE PRODUCTS, INC",TRADE_NAME_DBA,1
"KNOWLEDGE MANAGEMENT INTERACTIVE, INC",KMI LEARNING,TRADE_NAME_DBA,1
"OAKWOOD HEALTHCARE, INC","COREWELL HEALTH OAKWOOD HEALTHCARE, INC",TRADE_NAME_DBA,1
"RHAP, LLC",RHAP ARCHITECTURE & PLANNING,TRADE_NAME_DBA,1
"LIEF ORGANICS, LLC",LIEF LABS,TRADE_NAME_DBA,1
WP MEDWAY OPCO LLC,WILLOWS AT MEDWAY,TRADE_NAME_DBA,1
ARMOUR UNSDERFER ENGINEERING INC,A U E,TRADE_NAME_DBA,1
"GANGAJEE, LLC",BEST WESTERN INN,TRADE_NAME_DBA,1
FIELD TO MARKET: THE ALLIANCE FOR SUSTAINABLE AGRICULTURE,FIELD TO MARKET,TRADE_NAME_DBA,1
VIKASH HULIYAR DDS MS PLLC,NEO ENDODONTICS,TRADE_NAME_DBA,1
"WYNNPRO, LLC",PROMAXIMA MANUFACTURING,TRADE_NAME_DBA,1
TROY DESIGNS INC,TROY DESIGNS,TRADE_NAME_DBA,1
K2D LLC,COLORADO PREMIUM FOODS,TRADE_NAME_DBA,1
FIZIO HEALTH INC,FIZIO HEALTH,TRADE_NAME_DBA,1
"SUBATOMIC SYSTEMS, INC",STORIED,TRADE_NAME_DBA,1
TLT ASSOCIATES LLC,TRUE LEGACY HOMES,TRADE_NAME_DBA,1
NOVALAND LLC,NOVA GELATO & BAKERY,TRADE_NAME_DBA,1
CIRCLE AI LLC,WHYLOOKSGOOD,TRADE_NAME_DBA,1
ISL IDEAL SCHOOL OF LANGUAGES INC,IDEAL ENGLISH SCHOOLS,TRADE_NAME_DBA,1
"CUMBERLAND PLASTIC SYSTEMS, LLC",CUMBERLAND PLASTIC SOLUTIONS,TRADE_NAME_DBA,1
EDMOND MASSABNI DDS PC,MILFORD SMILES,TRADE_NAME_DBA,1
NS BRANDS LTD,NATURESWEET,TRADE_NAME_DBA,1
GREEN MEAT MARKET INC,DAEHAN MEATS,TRADE_NAME_DBA,1
SUKIYA LLC,SUKIYA SUSHI & JAPANESE BUFFET,TRADE_NAME_DBA,1
"AXCS CAPITAL, INC","GEORGE SMITH PARTNERS, INC",TRADE_NAME_DBA,1
JEFFERSON COUNTY PUBLIC HOSPITAL DISTRICT NO. 2,JEFFERSON HEALTHCARE,TRADE_NAME_DBA,1
EVERYWHERE WIRELESS LLC,ZENTRO,TRADE_NAME_DBA,1
"CALIFORNIA GIANT, INC",CALIFORNIA GIANT BERRY FARMS,TRADE_NAME_DBA,1
BGI GROUP INC,DBA US CABINET DEPOT,TRADE_NAME_DBA,1
FOOTPRINTS EDUCATION,FOOTPRINTS EARLY EDUCATION CENTER,TRADE_NAME_DBA,1
"SUMIAO XIANG RESTAURANT, LLC",SUMIAO HUNAN KITCHEN,TRADE_NAME_DBA,1
"DIAMONDS DIRECT, LC",LASHBROOK JEWELRY DESIGNS,TRADE_NAME_DBA,1
NEW ENGLAND FAMILY DENTISTRY,PASSION DENTAL,TRADE_NAME_DBA,1
"CLINICAL LABORATORIES OF HAWAII, LLP",CLINICAL LABS OF HAWAII,TRADE_NAME_DBA,1
"SOPHIA RATH, PHD, PLLC",PEAK PSYCHOLOGICAL WELLNESS,TRADE_NAME_DBA,1
"AKUSA, INC",AFRIKELP-USA,TRADE_NAME_DBA,1
"LBI USA, INC",LIONSBOT USA,TRADE_NAME_DBA,1
"LEVEL 3 COMMUNICATIONS, LLC","LUMEN TECHNOLOGIES SERVICE GROUP, LLC",TRADE_NAME_DBA,1
"ROSEMOUNT INTERIORS, INC",ROSEMOUNT INTERIORS,TRADE_NAME_DBA,1
"CHEERIE LANE, INC","FKA SOORHOLTZ FARM, LLC",TRADE_NAME_DBA,1
"LAKELAND REGIONAL MEDICAL CENTER, INC",LAKELAND REGIONAL HEALTH,TRADE_NAME_DBA,1
CHI ST. VINCENT HOSPITAL HOT SPRINGS,CHI ST. VINCENT HOT SPRINGS,TRADE_NAME_DBA,1
EASTERN CCTV USA LLC,ENS SECURITY,TRADE_NAME_DBA,1
"ZINOVIA & CO, LLC",MEDICAL CENTRE PHARMACY,TRADE_NAME_DBA,1
ENMR TELEPHONE COOPERATIVE,PLATEAU,TRADE_NAME_DBA,1
"METROHM SPECTRO, INC",B & W TEK,TRADE_NAME_DBA,1
"POEPPING, STONE, BACH & ASSOCIATES, INC","PSBA, PSBA ENGINEERING",TRADE_NAME_DBA,1
WASHINGTON MANUFACTURING SERVICES,IMPACT WASHINGTON,TRADE_NAME_DBA,1
"CLINTON HEALTH ACCESS INITIATIVE, INC","CHAI, INC",TRADE_NAME_DBA,1
MICROPATENT LLC,"CLARIVATE ANALYTICS (US), LLC",TRADE_NAME_DBA,1
WELLMAX USA CORPORATION,STARLUX CORPORATION,TRADE_NAME_DBA,1
BOYA FLOORING LLC,LW FLOORING LLC,TRADE_NAME_DBA,1
"CB FLEET COMPANY, INC",FLEET LABORATORIES,TRADE_NAME_DBA,1
FRIENDLY BIBLE CHURCH,CATHEDRAL OF FAITH,TRADE_NAME_DBA,1
THE MAGELLAN SCHOOL,MAGELLAN INTERNATIONAL SCHOOL,TRADE_NAME_DBA,1
ARIZONA ASSOCIATION OF COMMUNITY HEALTH CENTERS,ARIZONA ALLIANCE FOR COMMUNITY HEALTH CENTERS,TRADE_NAME_DBA,1
"INTERNATIONAL PACIFIC, LLC",PACIFIC SUPREME COMPANY,TRADE_NAME_DBA,1
EXHIBIT PARTNERS LLC,STORYLINK CREATIVE,TRADE_NAME_DBA,1
"2 PLUS ARCHITECTS, INC","2+ ARCHITECTS, INC",TRADE_NAME_DBA,1
GAF MATERIALS LLC,BUILDING MATERIALS LLC,TRADE_NAME_DBA,1
FLO-TECH MECHANICAL SYSTEMS INC,HVAC SHEET METAL CONRACTOR,TRADE_NAME_DBA,1
"WALDORF ASSOCIATION OF PORTLAND, INC",PORTLAND WALDORF SCHOOL,TRADE_NAME_DBA,1
"PROFOUND PLATFORM, INC",FINCH,TRADE_NAME_DBA,1
"C2 EDUCATION WOODSTOCK, LLC",C2 EDUCATION,TRADE_NAME_DBA,1
65 EQUITY PARTNERS MANAGEMENT (USA) LTD,65 EQUITY PARTNERS,TRADE_NAME_DBA,1
FAR CABINET INC,SD WOOD CABINET,TRADE_NAME_DBA,1
PROVIDENCE HEALTH & SERVICES - WASHINGTON,D/B/A PROVIDENCE MEDICAL GROUP,TRADE_NAME_DBA,1
"SYSTEMS ANALYSIS & INTEGRATION, INC","SYSTEMS INTEGRATED, LLC",TRADE_NAME_DBA,1
HOLLYWOOD CHAIRS,TOTALLY BAMBOO,TRADE_NAME_DBA,1
THE DTX COMPANY,FLOWCODE,TRADE_NAME_DBA,1
NATALIA LEE DDS INC,MI DENTAL,TRADE_NAME_DBA,1
ANIMAL COVE PET HOSPITAL INC,ANIMAL COVE PET HOSPITAL,TRADE_NAME_DBA,1
ENGENDREN CORPORATION,DBA IEA LLC,TRADE_NAME_DBA,1
"BAXTER PLANNING SYSTEMS OPCO, LLC",BAXTER PLANNING,TRADE_NAME_DBA,1
HAO SYSTEMS INC,HAO SYSTEMS,TRADE_NAME_DBA,1
EX QUANTA INC,ZENLYTIC,TRADE_NAME_DBA,1
"PRS PHARMACEUTICAL GROUP, INC",WOODBRIDGE PHARMACY,TRADE_NAME_DBA,1
"ALLETE, INC",MINNESOTA POWER,TRADE_NAME_DBA,1
EVERYMIND INC,EVERYMIND,TRADE_NAME_DBA,1
"SOUTH LOOP MONTESSORI, INC",AMERICAN MONTESSORI ACAD.,TRADE_NAME_DBA,1
"CEP AMERICA-ARIZONA, LLP",VITUITY,TRADE_NAME_DBA,1
"GEIGER LYNCH EMERY CAMPBELL ENGINEERS, PC",GEIGER ENGINEERS,TRADE_NAME_DBA,1
ORGANIC ROBOTICS CORPORATION,ILUME,TRADE_NAME_DBA,1
SUMMIT CLEANERS LLC,COLORADO MOUNTAIN CLEANERS,TRADE_NAME_DBA,1
VENTURE GUIDES MANAGEMENT LP,VENTURE GUIDES MANAGEMENT,TRADE_NAME_DBA,1
APEX LTC PHARMACY LLC,APEX LTC PHARMACY,TRADE_NAME_DBA,1
"JJLABS, LLC",PLURAL,TRADE_NAME_DBA,1
CAPITAL REGION GAMING LLC,RIVERS CASINO & RESORT,TRADE_NAME_DBA,1
"INTEGRA CAPITAL GROUP, INC",CENTURY BUSINESS SOLUTIONS,TRADE_NAME_DBA,1
DUBLIN VETERINARY HOSPITAL INC,DUBLIN VETERINARY HOSPITAL,TRADE_NAME_DBA,1
RBI PRIVATE LENDING LLC,RBI PRIVATE LENDING,TRADE_NAME_DBA,1
"MINDMAP, LLC",BUNDLEN,TRADE_NAME_DBA,1
CAPITAL IMPACT ADVISORS LLC,"ENTREPRENEURSHARES, LLC",TRADE_NAME_DBA,1
AIBAOBAO INTERNATIONAL EDUCATION LLC,MONTESSORI INTERNATIONAL SCHOOL OF BELLEVUE,TRADE_NAME_DBA,1
"RAMI TECHNOLOGY USA, LLC",RALTRON ELECTRONICS,TRADE_NAME_DBA,1
BAJRANG ENTERPRISE INC,SUPER 8,TRADE_NAME_DBA,1
NARAYAN RX LLC,SHOP SMART PHARMACY,TRADE_NAME_DBA,1
XXVI LLC,ALLEN & ASSOCIATES,TRADE_NAME_DBA,1
THE INDUSTRIAL COMPANY-TIC,THE INDUSTRIAL COMPANY,TRADE_NAME_DBA,1
"TEDESCO AND AFFILIATES, LLC",DONORSEARCH,TRADE_NAME_DBA,1
"SKY SYSTEMS, INC",SKYSYS,TRADE_NAME_DBA,1
FIREFIGHTERS FIRST FEDERAL CREDIT UNION,FIREFIGHTERS FIRST CREDIT UNION,TRADE_NAME_DBA,1
ABEL BUSINESS CAPITAL LLC,ABC FUNDING,TRADE_NAME_DBA,1
"HERBERT BRETT FRIEDMAN DDS,LLC",UNION DENTAL CENTER,TRADE_NAME_DBA,1
MIMI FARMS INC,MUCCI FARMS,TRADE_NAME_DBA,1
NTT GLOBAL NETWORKS INCORPORATED,NTT GLOBAL NETWORKS,TRADE_NAME_DBA,1
"PEAK TECHNICAL SERVICES, INC",PEAK TECHNICAL STAFFING USA,TRADE_NAME_DBA,1
"CB PACIFIC APPAREL, INC",HELLO MISS,TRADE_NAME_DBA,1
PAINTING AND DECORATING CONTRACTORS OF AMERICA,PAINTING CONTRACTORS ASSOCIATION,TRADE_NAME_DBA,1
"CCS ARCHITECTURE, INC",CASS CALDER SMITH ARCHITECTURE,TRADE_NAME_DBA,1
MJ WELLNESS & LIFESTYLE LLC,WARRIOR FIT,TRADE_NAME_DBA,1
MELLO MANUFACTURING LLC,MELLO SIGNS,TRADE_NAME_DBA,1
SYSTEMSOFT INC,BBI LAW GROUP P.C.,TRADE_NAME_DBA,1
VO HUANG ENTERPRISES INC,YEAH DENTAL,TRADE_NAME_DBA,1
EO INFINITE LLC,EUPHORIA COFFEE,TRADE_NAME_DBA,1
"ASCEND INNOVATIONS, INC",ASCEND,TRADE_NAME_DBA,1
FAHRENHEIT SUPPLY INC,TOSOT COMFORT,TRADE_NAME_DBA,1
BRASK INC,I E E,TRADE_NAME_DBA,1
MINCING TRADING CORPORATION,MINCING SPICE COMPANY,TRADE_NAME_DBA,1
"EVOLVE ROBOTICS, INC",EVOLVE ROBOTICS,TRADE_NAME_DBA,1
ADVANCED MEDICAL CARE INC,ABC DAY HEALTH CENTER,TRADE_NAME_DBA,1
NORTHWEST ARKANSAS REHABILITATION ASSOCIATES,"ENCOMPASS HEALTH REHABILITATION HOSPITAL, A PARTNER OF WASHINGTON REGIONAL",TRADE_NAME_DBA,1
"GEMLAND TEXAS, INC",SK DIAMONDS,TRADE_NAME_DBA,1
MARIO E. LANZA,"M LANZA ENGINEERING, P. L.L.C",TRADE_NAME_DBA,1
CENTRAL VALLEY VET INC,CENTRAL VALLEY VETERINARY HOSPITAL,TRADE_NAME_DBA,1
"ELITE TAEKWONDO, INC",CHAMPIONS MARTIAL ARTS,TRADE_NAME_DBA,1
"KPFF, INC",KPFF - ST. LOUIS,TRADE_NAME_DBA,1
TACO EMPIRE LLC,TACOS & BEER,TRADE_NAME_DBA,1
"DPIX, LLC",INNOVAFLEX,TRADE_NAME_DBA,1
GOGI1 INC,NUBIANI,TRADE_NAME_DBA,1
"FALCON TRADING COMPANY, INC",SUNRIDGE FARMS,TRADE_NAME_DBA,1
HTX INSURANCE AGENCY LLC,A STATE INSURANCE,TRADE_NAME_DBA,1
"J2 ENGINEERS, INC",D/B/A J2,TRADE_NAME_DBA,1
IOTTIE INC,IOTTIE,TRADE_NAME_DBA,1
UNISYN DATA SOLUTIONS LLC,UNISYN TECHNOLOGIES,TRADE_NAME_DBA,1
CESCORP,CAL ELITE BUILDERS AND CAL ELECTRIC,TRADE_NAME_DBA,1
PVR CONSULTING INC,SKILL TRACE,TRADE_NAME_DBA,1
"PRIORITY TAX SERVICE, INC",WENDY'S TAX & BUSINESS SERVICES,TRADE_NAME_DBA,1
LAMPROS LABS LLC,LAMPROS LABS,TRADE_NAME_DBA,1
"BROOKLYN CITY REHABILITATION PT, PC",ON CARE PT,TRADE_NAME_DBA,1
AIM & N GRAPHIC SOLUTIONS LLC,RED ELEPHANT,TRADE_NAME_DBA,1
ALLSPEC SECURITY INC,GSS WEST,TRADE_NAME_DBA,1
"SMALL BEGINNINGS, LLC",ANGEL ARMOR,TRADE_NAME_DBA,1
ASHAPURI KRUPA LLC,MR HERO,TRADE_NAME_DBA,1
"C & A DREAMS, INC",CHILDRENS VILLAGE PRESCHOOL,TRADE_NAME_DBA,1
"SARKAR DENTAL, PC",MAIN STREET DENTAL,TRADE_NAME_DBA,1
ROYAL VIEW HEALTHCARE LLC,MISSION PALMS POST ACUTE,TRADE_NAME_DBA,1
ADOBE CARE AND WELLNESS ARIZONA,ADOBE POPULATION HEALTH,TRADE_NAME_DBA,1
DIGITAL STRATEGERY LLC,D50 MEDIA,TRADE_NAME_DBA,1
PRINT MANAGEMENT PARTNERS INC,GO2PARTNERS,TRADE_NAME_DBA,1
SHREE RUSHIN RX INC,CONGRESS PHARMACY,TRADE_NAME_DBA,1
SPARTECH INTERMEDIATE HOLDINGS LLC,"SPARTECH, LLC",TRADE_NAME_DBA,1
HMB IV PHARMACY MANAGEMENT LLC,METCARE RX,TRADE_NAME_DBA,1
"MOORE IACOFANO GOLTSMAN, INC","MIG, INC",TRADE_NAME_DBA,1
BENEVATE INC,NEIGHBORLY SOFTWARE,TRADE_NAME_DBA,1
QUEENS CAPITAL INC,NAP YORK 24/7 SLEEP STATION - CENTRAL PARK,TRADE_NAME_DBA,1
LDH DENTISTRY PC,ACHIEVE DENTAL,TRADE_NAME_DBA,1
PARYANI REAL ESTATE LLC,PARYANI CONSTRUCTION,TRADE_NAME_DBA,1
SSRDA GROUPS INC,HOLLYWOOD FOOD MART,TRADE_NAME_DBA,1
"TRAVELATOR, INC",TRAVELBANK,TRADE_NAME_DBA,1
REDWOOD RESEARCH GROUP INC,REDWOOD RESEARCH,TRADE_NAME_DBA,1
228 LABS INC,FREEPLAY,TRADE_NAME_DBA,1
"INAMERICAEDU, LLC",INAMERICA EDUCATION,TRADE_NAME_DBA,1
"ORTHOMIDWEST, PLLC",ORTHOILLINOIS,TRADE_NAME_DBA,1
VOTAL AI INC,VOTAL AI,TRADE_NAME_DBA,1
"YCONNECT, INC",REFUND PLAN,TRADE_NAME_DBA,1
HOWELL METAL CO,PRECISION TIRE,TRADE_NAME_DBA,1
"NOISY WATER ARTWEAR, INC",NOISY WATER WINERY,TRADE_NAME_DBA,1
GTM RESTAURANTS INC,CITY TACOS,TRADE_NAME_DBA,1
CATWALK TO SIDEWALK INC,ROBIN K USA,TRADE_NAME_DBA,1
MCT PRO TOOLS INC,ALTOCRAFT,TRADE_NAME_DBA,1
"DYNAMIC SURGICAL, INC",REZILIENT HEALTH,TRADE_NAME_DBA,1
APT HOLDINGS LLC,ALLIANCE PHYSICAL THERAPY / ACTIVE PHYSICAL THERAPY,TRADE_NAME_DBA,1
"ATELIER LUXURY GROUP, LLC",AMIRI,TRADE_NAME_DBA,1
"MILESHOLDINGS, LLC",MOORE FINANCIAL,TRADE_NAME_DBA,1
AETNA GROUP USA INC,ROBOPAC USA,TRADE_NAME_DBA,1
"THE ASSAY DEPOT, INC",SCIENTIST.COM,TRADE_NAME_DBA,1
"WAITEX INTERNATIONAL CO, LTD",WAITEX,TRADE_NAME_DBA,1
L KU INSURANCE AGENCY LLC,L KU INSURANCE,TRADE_NAME_DBA,1
NEXTCAR MOTOR LLC,NEXTCAR MOTOR,TRADE_NAME_DBA,1
ST. HELENA HOSPITAL,ADVENTIST HEALTH ST. HELENA,TRADE_NAME_DBA,1
"BEL AIR INTERNET, LLC",BAI CONNECT,TRADE_NAME_DBA,1
SIYA RX INC,NEW YORK CITY PHARMACY,TRADE_NAME_DBA,1
SPRING VALLEY MONTESSORI SCHOOL,MONTESSORI ACADEMY AT SPRING VALLEY,TRADE_NAME_DBA,1
JR DENTAL PLLC,CARE SMILE DENTAL CONCORD,TRADE_NAME_DBA,1
"BLUE JAY BEACH, INC",BIRDY GREY,TRADE_NAME_DBA,1
NOETICA INC,NOETICA AI,TRADE_NAME_DBA,1
A AABLE RENTS COMPANY,AABLE RENTS,TRADE_NAME_DBA,1
OLSTRAD CORPORATION,COMBUSTION 911,TRADE_NAME_DBA,1
NAMEOKI LLC,CAVALIER FURNITURE,TRADE_NAME_DBA,1
"ROSE ELECTRONICS DISTRIBUTING COMPANY, LLC",ROSE BATTERIES,TRADE_NAME_DBA,1
SHOOBX INC D/B/A FIDELITY INVESTMENTS,FIDELITY INVESTMENTS,TRADE_NAME_DBA,1
DEEVA BROWS AND LASHES,DEEVA BROWS AND BEAUTY,TRADE_NAME_DBA,1
"MAVENAGI, INC",MAVENAGI INC,TRADE_NAME_DBA,1
"JEEVAN TECHNOLOGY, INC",JEEVAN CLIMATE SOLUTIONS,TRADE_NAME_DBA,1
"PLAYFLY, LLC",PLAYFLY SPORTS,TRADE_NAME_DBA,1
"DIMENSIONS DALLAS, INC",DIMENSIONS ARCHITECTS,TRADE_NAME_DBA,1
"TERRA SITE CONTRUCTORS, LLC",TERRA CONSTRUCTS,TRADE_NAME_DBA,1
KONA COFFEE AND COMPANY INC,KONA COFFEE ROASTERS,TRADE_NAME_DBA,1
GLAZE TEA INC,GLAZE TEA,TRADE_NAME_DBA,1
LINGUA PRIME INC,NILE LANGUAGE SCHOOL,TRADE_NAME_DBA,1
ELITE ERA LLC,SEAL SKIN COVERS,TRADE_NAME_DBA,1
KITTSON COUNTY INDEPENDENT SCHOOL DISTRICT 356,LANCASTER SCHOOL,TRADE_NAME_DBA,1
COOLEY ARCHITECTURAL CORPORATION,NOT APPLICABLE,TRADE_NAME_DBA,1
UMAI GROUP LLC,MENYA HANABI,TRADE_NAME_DBA,1
VIRGINIA HISTORICAL SOCIETY,VIRGINIA MUSEUM OF HISTORY & CULTURE,TRADE_NAME_DBA,1
ABINGDON PHYSICIAN PARTNERS,BALLAD HEALTH CANCER CARE,TRADE_NAME_DBA,1
DENTAL WELLNESS OF WALTHAM,SMART PICK DENTAL,TRADE_NAME_DBA,1
JP ECOMMERCE INC,BARE HOME,TRADE_NAME_DBA,1
DISHITA LLC,THE UPS STORE 6834,TRADE_NAME_DBA,1
NGM INSURANCE COMPANY,"MAIN STREET AMERICA GROUP MUTUAL HOLDINGS, INC",TRADE_NAME_DBA,1
"ENCHEM AMERICA, INC",ENCHEM,TRADE_NAME_DBA,1
"NEPHROPATHOLOGY ASSOCIATES, PLC",ARKANA LABORATORIES,TRADE_NAME_DBA,1
8250 PARK RD LLC,QUALITY INN & SUITS,TRADE_NAME_DBA,1
PANGEO INC,PANGEO,TRADE_NAME_DBA,1
"LIVE OAK, P.C.","LIVE OAK, CHICAGO",TRADE_NAME_DBA,1
METRO SPORT INC,METRO SWIM SHOP,TRADE_NAME_DBA,1
